document_id,date,title,pdf_url,description,description_source
C09000037,5/29/1995,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000037/C09000037.pdf,"State Department FOIA record C09000037, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000039,5/29/1995,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000039/C09000039.pdf,"State Department FOIA record C09000039, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". The released text begins: ""Strobe Talbott Deputy Secretary of 5tate State U.S. Via FAX#202-647-8047 FAX:#202•647-6047 Strobe: Dear Str.obe: lI don't do much (or, in fact. fact, anything) in the way of lobbying for Austria.""",pdf
C09000027,5/30/1995,Daily Activity Report,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000027/C09000027.pdf,"State Department FOIA record C09000027, dated 5/30/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000028,5/31/1995,Daily Activity Report,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000028/C09000028.pdf,"State Department FOIA record C09000028, dated 5/31/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000098,6/7/1995,OFFICIAL - INFORMAL,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000098/C09000098.pdf,"State Department FOIA record C09000098, dated 6/7/1995, is titled ""OFFICIAL - INFORMAL"". The released text begins: ""LEON AND LEON BILL- PLS AND BILL- PLS PASS PASS THE THE FOLLOWING FOLLOWING MESSAGE MESSAGE TO TO MAMEDOV FROM ME MAMEDOV FROM ME WHEN WHEN YOU SEE HIM YOU SEE HIM TOMORROW TOMORROW -- THURSDA Y, THURSDAY. HOPE YOUR YOUR MEETING MEETING GOES GOES WELL -- WE'LL WELL -- LOOK WE'LL LOOK FORWARD TO FORWARD TO HEARING FROM YOU.""",pdf
C09000029,6/8/1995,Daily Activity Report,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000029/C09000029.pdf,"State Department FOIA record C09000029, dated 6/8/1995, is titled ""Daily Activity Report"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000087,6/13/1995,"June 13, 1995 Letter From Yuriy To Strobe w/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000087/C09000087.pdf,"State Department FOIA record C09000087, dated 2/5/1995, is titled ""Handwritten Note with attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000030,6/16/1995,"June 16, 1995 Letter from Strobe Talbott to Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000030/C09000030.pdf,"State Department FOIA record C09000030, dated 6/16/1995, is titled ""June 16, 1995 Letter from Strobe Talbott to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000040,6/16/1995,"June 16, 1995 Letter From Strobe Talbott To Jim W/Attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000040/C09000040.pdf,"State Department FOIA record C09000040, dated 6/16/1995, is titled ""June 16, 1995 Letter From Strobe Talbott To Jim W/Attachment(s)"". The released text begins: ""STROBE TALBOTT 0 4 WASHINGTON, DC ti WASHINGTON, 1996 J une 16, June 16, 1995 1995 .2 1 DepSeC (11- Ilas Soo Dear Jim: Dear Jim: . II received receive d your your fax fax yesterday. yesterd ay .""",pdf
C09000094,6/16/1995,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000094/C09000094.pdf,"State Department FOIA record C09000094, dated 4/2/1995, is titled ""Statement from VN"". The released text begins: ""Obviously, there are Obviously, there are some some core core points that I'll points that I'll use use repeatedly, but repeatedly, but we we need need aa strategy strategy for for each each meeting. meeting. Before we Before leave I we leave I think think we should sit we should sit down down and and strategize about strategize about how how we're going to we're going to approach approach the the various various meetings. meetings.""",pdf
C09000051,6/19/1995,"June 19, 1995 Note from Strobe to Chris with attachment(s)",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000051/C09000051.pdf,"State Department FOIA record C09000051, dated 6/19/1995, is titled ""June 19, 1995 Note from Strobe to Chris with attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000043,6/20/1995,"June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000044,6/21/1995,"June 21, 1995 Letter from Strobe Talbott to Thomas F. McLarty III W/Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000044/C09000044.pdf,"State Department FOIA record C09000044, dated 6/21/1995, is titled ""June 21, 1995 Letter from Strobe Talbott to Thomas F. McLarty III W/Attached Facsimile Transmission"". The released text begins: ""(Incl. cover) cover) TO: TO: The The Honorable Honorable Thomas Thomas FF. As As II understand understand it it,, even even the the notion notion ofof milair milair support support ffor or the the NSC - des i g n ated NSC-designated Presidential Presidential Delegation Delegation ttoo the the Menem Menem inaugura…""",pdf
C09000095,6/21/1995,Fax from Strobe Talbott to Thomas F. McLarty III,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000095/C09000095.pdf,"State Department FOIA record C09000095, dated 4/4/1995, is titled ""OFFICIAL - INFORMAL"". The released text begins: ""PI AND JIM JIM E,O. 12356: E.O. l.2356: DECL:MAY 1999 DECL:MAY 199 TAGS: TAGS: AMGT SUBJECT : SUBJECT: OFFICIAL- OFFICIAL-INFORMAL COLLINS IN COLLINS IN ALMATY ALMATY REF: MO REF: SCO W 11179 MOSCOW l,l,l.79 l,. 1. THANKS FOR THANKS FOR THE THE FULL FULL AND AND COGENT REPORT ON COGENT REPORT THE MAMEDOV ON THE MAMEDOV SESSION .""",pdf
C09000096,6/24/1995,"June 24, 1995 Letter from Strobe Tabott to Leon",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000096/C09000096.pdf,"State Department FOIA record C09000096, dated 4/19/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000065,6/25/1995,Handwritten Letter w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000065/C09000065.pdf,"State Department FOIA record C09000065, dated 6/25/1995, is titled ""Handwritten Letter w/Attachment(s)"". The released text begins: ""10/10/2023 fI-2017-13804 10-10-2f 401/05 A-00000657513 ""UNCLASSIFIED"" FL-2017-13804 CS FIRST BOSTON cs tint Banco Corporation Facsimile IN 25 MO:49 55 Eait Mad Street New York.. If you have met ive4 this corrimunication in error. the intended recipient or In ernrInycr or agent please notify us irnnirdiattly by telerhotIn arid return the otigPnal ttsponsIbie for deli% enrig the rnesstigt to the irittndut message so…""",pdf
C09000045,6/27/1995,Security clearance update for Mr Steven Pifer,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000046,6/28/1995,Strobe Talbott's answer to questions re: Mr. Pifer's security update,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000046/C09000046.pdf,"State Department FOIA record C09000046, dated 6/28/1995, is titled ""Strobe Talbott's answer to questions re: Mr. Pifer's security update"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000053,7/5/1995,"July 5, 1995 Note from Strobe to Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000053/C09000053.pdf,"State Department FOIA record C09000053, dated 5/4/1994, is titled ""Opening comments about last night's CNN"". The released text begins: ""BC asks about Karen Elliot House ST: She's a neocon, wife of Kahn, beaten up alot of us over years, close to WSJ editorial line. Not a classic right-winger , but hard line.""",pdf
C09000101,7/17/1995,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000101/C09000101.pdf,"State Department FOIA record C09000101, dated 7/17/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000083,7/20/1995,"July 20, 1995 Letter From Strobe To John",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000083/C09000083.pdf,"State Department FOIA record C09000083, dated 7/20/1995, is titled ""July 20, 1995 Letter From Strobe To John"". The released text begins: ""Joe the Joe Nye and his Nye and his colleagues at at the Department Department of of Defense have Defense have done a superb done a superb job job on on the the agenda and format format for for the the Ministerial. Nowhere Nowhere was this del was this i cate dynamic more apparent delicate apparent than in Chile .""",pdf
C09000031,7/31/1995,NOTE from the Strobe Talbott to The Secretary,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000031/C09000031.pdf,"State Department FOIA record C09000031, dated 4/12/1995, is titled ""Handwritten Letter W/Attachment(s)"". The released text begins: ""William J • Perry, p erry , Secreta ry of Secretary of Defense. THE THE DEPUTY DEPUTY SECRETARY SECRETAR Y OF OF STATE STATE WASHINGT ON WASHINGTON fJpr Y/ I 1- 7.f' p ~ —31A --;J;vl — - 1 1 /I',.,, i..,>f~J is--1 1"" i.,:aty,A) 'l'---j w-, t._ ,..J (C-<n-rr,_.1 j (..""",pdf
C09000041,7/31/1995,Strobe Talbott Travels,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000041/C09000041.pdf,"State Department FOIA record C09000041, dated 7/31/1995, is titled ""Strobe Talbott Travels"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000003,8/5/1995,"August 5, 1995 Letter From Strobe Talbott To Jaswant",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2023/FL-2017-13804/DOC_0C09000003/C09000003.pdf,"State Department FOIA record C09000003, dated 8/5/1995, is titled ""August 5, 1995 Letter From Strobe Talbott To Jaswant"". The released text begins: ""Three generations of our family are gathering, under the of my father (an ornithological pandit and master of leadership of of the wilderness), for an expedition to the Galapagos Islands. Before departing, I wanted to put before you some thoughts about our next meeting.""",pdf
C09000007,8/14/1995,Finland and European Security,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000007/C09000007.pdf,"State Department FOIA record C09000007, dated 8/14/1995, is titled ""Finland and European Security"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000033,8/24/1995,Daily Activity Report,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"State Department FOIA record C09000033, dated 4/14/1995, is titled ""April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)"". The released text begins: ""These your Op-Ed informative contributions have been informative been given given to to our our Office Office of of Russian Affairs, which is preparing for for the President's President's trip trip to Moscow in May. to May. In your In your letter you mentioned the possibility of of former former Ambassador Kennan attending the Ambassador Kennan the end end of of World War 50th War II 50th anniversary celebration in Mosco…",pdf
C09000103,8/27/1995,"August 27, 1995 Note to Taylor",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000103/C09000103.pdf,"State Department FOIA record C09000103, dated 8/27/1995, is titled ""August 27, 1995 Note to Taylor"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000009,8/31/1995,BOSNIA: SECRETARY-KOZYREV LETTER,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000009/C09000009.pdf,"State Department FOIA record C09000009, dated 8/31/1995, is titled ""BOSNIA: SECRETARY-KOZYREV LETTER"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000034,9/5/1995,Welcome Home,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000034/C09000034.pdf,"State Department FOIA record C09000034, dated 9/25/1995, is titled ""September 25, 1995 letter From Strobe Talbott To Elise Lewis with attachment"". The released text begins: ""Lewis: I am writing in enthusiastic support of Tom Donilon for Council membership. Please take this letter as a genuinely personal endorsement from someone who knows the Council well -- and of someone who, I'm convinced, would make a real contribution to the activities of the CFR for a long time to come.""",pdf
C09000055,9/6/1995,"September 6, 1995 Note from Strobe to Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000055/C09000055.pdf,"State Department FOIA record C09000055, dated 10/17/1994, is titled ""Delivered to the White House 10/17"". The released text begins: ""I have given appropriate instructions regarding the vote being governed by the supreme interests of the US-Russian partnership. References to Iraq having not withdrawn its tanks to their permanent stationment positions, are not valid.""",pdf
C09000066,9/7/1995,Facsimile Transmission from Strobe Talbott to Sandy Berger,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000066/C09000066.pdf,"State Department FOIA record C09000066, dated 9/7/1995, is titled ""Facsimile Transmission from Strobe Talbott to Sandy Berger"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000058,9/8/1995,"September 8, 1995 Note from Strobe Talbott to Chris",https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000058/C09000058.pdf,"State Department FOIA record C09000058, dated 5/2/1994, is titled ""YOUR APPEARANCE ON CNN TOMORROW"". The released text begins: ""You can use the occasion to assert our objectives, explain our strategy, review our accomplishments, and push back against our critics. Like most other periods of great change, this era comes at the end of a war.""",pdf
